t(s),roll(rad),pitch(rad),yaw(rad),roll(deg),pitch(deg),yaw(deg)
554905.4981375000,0.0054935941,-0.0112259475,0.1992620600,0.3147597545,-0.6431994120,11.4168750542
554906.4981560000,0.0054999389,-0.0111772898,0.1914520677,0.3151232886,-0.6404115326,10.9693954597
554907.4981745000,0.0055175396,-0.0111894529,0.1968728678,0.3161317333,-0.6411084277,11.2799844258
554908.4981925000,0.0055120610,-0.0111889168,0.2109340720,0.3158178340,-0.6410777110,12.0856320820
554909.4982115000,0.0054691443,-0.0112074796,0.2064665473,0.3133588847,-0.6421412787,11.8296617707
554910.4982285000,0.0055055681,-0.0112198473,0.2317260438,0.3154458163,-0.6428498968,13.2769243140
554911.4982465000,0.0054753884,-0.0112076528,0.2158535370,0.3137166455,-0.6421512045,12.3674966634
554912.4982644999,0.0055241478,-0.0112383155,0.2204837935,0.3165103547,-0.6439080470,12.6327908168
554913.4982825000,0.0054749409,-0.0112077922,0.1981941996,0.3136910052,-0.6421591927,11.3556911631
554914.4983005000,0.0054937964,-0.0112258730,0.2110026325,0.3147713452,-0.6431951459,12.0895603094
554915.4983185000,0.0055059713,-0.0112134136,0.2200024336,0.3154689183,-0.6424812744,12.6052109268
554916.4983365000,0.0055116537,-0.0112079512,0.1954901112,0.3157944944,-0.6421682999,11.2007583091
554917.4983554999,0.0054935288,-0.0111834449,0.2165533745,0.3147560161,-0.6407641942,12.4075943983
554918.4983735000,0.0054752654,-0.0112260952,0.2155410908,0.3137095980,-0.6432078755,12.3495948168
554919.4983915000,0.0055303463,-0.0112202982,0.1856563419,0.3168655013,-0.6428757342,10.6373248299
554920.4984095000,0.0055176004,-0.0112325522,0.1930519094,0.3161352184,-0.6435778360,11.0610596350
554921.4984275000,0.0055061102,-0.0112132906,0.2292207555,0.3154768765,-0.6424742253,13.1333818686
554922.4984455000,0.0054937953,-0.0112258165,0.2030323981,0.3147712844,-0.6431919055,11.6328995154
554923.4984635001,0.0054691251,-0.0112013246,0.1891220378,0.3133577851,-0.6417886234,10.8358945787
554924.4984815000,0.0054936741,-0.0112379729,0.1701982974,0.3147643378,-0.6438884188,9.7516441189
554925.4984995000,0.0055241245,-0.0112077666,0.1943358238,0.3165090172,-0.6421577217,11.1346225120
554926.4985175000,0.0054872982,-0.0112137572,0.2081198030,0.3143990275,-0.6425009591,11.9243863443
554927.4985365000,0.0055120742,-0.0112199208,0.2334563949,0.3158185859,-0.6428541106,13.3760661258
554928.4985545001,0.0055002359,-0.0112191436,0.2410266491,0.3151403007,-0.6428095768,13.8098097449
554929.4985725000,0.0055116499,-0.0112199919,0.2274720121,0.3157942803,-0.6428581804,13.0331862498
554930.4985905000,0.0055422929,-0.0112016798,0.2399294802,0.3175499915,-0.6418089733,13.7469465967
554931.4986085000,0.0054935076,-0.0112198955,0.2026059013,0.3147547996,-0.6428526580,11.6084630501
554932.4986265000,0.0054752100,-0.0112078046,0.2554699746,0.3137064234,-0.6421599002,14.6373513391
554933.4986445000,0.0055125252,-0.0112012288,0.2229049918,0.3158444265,-0.6417831370,12.7715152647
554934.4986624999,0.0055178560,-0.0111827604,0.2095922771,0.3161498598,-0.6407249766,12.0087528963
554935.4986805000,0.0055118295,-0.0112382734,0.2198174547,0.3158045652,-0.6439056371,12.5946124204
554936.4986985000,0.0054813213,-0.0111892150,0.2134942372,0.3140565739,-0.6410947960,12.2323187397
554937.4987175000,0.0055179297,-0.0111955126,0.2116955103,0.3161540840,-0.6414556194,12.1292592835
554938.4987355000,0.0054816563,-0.0112319187,0.1939659752,0.3140757708,-0.6435415356,11.1134317470
554939.4987534999,0.0054812898,-0.0112319280,0.1887058041,0.3140547727,-0.6435420696,10.8120461455
554940.4987715000,0.0054933904,-0.0111890650,0.2154626093,0.3147480848,-0.6410861997,12.3450981572
554941.4987895000,0.0054699152,-0.0111580726,0.2183083375,0.3134030554,-0.6393104674,12.5081463696
554942.4988075000,0.0055058161,-0.0112015421,0.2237225734,0.3154600227,-0.6418010865,12.8183592377
554943.4988255000,0.0054816211,-0.0112501319,0.2178788275,0.3140737557,-0.6445850754,12.4835372633
554944.4988435000,0.0054815697,-0.0111586684,0.1968085942,0.3140708117,-0.6393446060,11.2763018188
554945.4988615001,0.0055178471,-0.0111770100,0.2198106862,0.3161493495,-0.6403955019,12.5942246140
554946.4988795000,0.0055243569,-0.0112503741,0.1971762929,0.3165223360,-0.6445989516,11.2973694045
554947.4988980000,0.0054997633,-0.0111705464,0.1840975633,0.3151132228,-0.6400251645,10.5480133943
554948.4989165000,0.0055118534,-0.0111955254,0.2095899769,0.3158059361,-0.6414563527,12.0086211033
554949.4989350000,0.0055054134,-0.0112018323,0.2008080309,0.3154369506,-0.6418177140,11.5054526649
554950.4989525001,0.0055180133,-0.0111953581,0.1955005599,0.3161588753,-0.6414467720,11.2013569745
554951.4989705000,0.0054995794,-0.0111893365,0.2244687725,0.3151026886,-0.6411017574,12.8611132994
554952.4989885000,0.0054936702,-0.0112381099,0.2022049782,0.3147641145,-0.6438962695,11.5854918471
554953.4990065000,0.0054813000,-0.0112318677,0.2067503769,0.3140553553,-0.6435386137,11.8459240077
554954.4990245000,0.0055488532,-0.0111830471,0.2034935371,0.3179258699,-0.6407414023,11.6593208335
554955.4990425000,0.0054935441,-0.0111708910,0.2249468217,0.3147568904,-0.6400449080,12.8885034978
554956.4990620000,0.0054937802,-0.0111892760,0.2332722832,0.3147704173,-0.6410982890,13.3655173029
554957.4990785000,0.0054813454,-0.0112136936,0.2259768152,0.3140579594,-0.6424973177,12.9475177814
554958.4990975000,0.0055117443,-0.0112322458,0.2108470596,0.3157996888,-0.6435602785,12.0806466350
554959.4991155000,0.0055122101,-0.0112138811,0.2239608593,0.3158263748,-0.6425080587,12.8320120137
554960.4991335000,0.0055301950,-0.0111887032,0.1894557949,0.3168568353,-0.6410654697,10.8550174521
554961.4991514999,0.0054935505,-0.0112075858,0.2253410214,0.3147572563,-0.6421473639,12.9110894799
554962.4991695000,0.0055058482,-0.0112075192,0.2058954876,0.3154618649,-0.6421435469,11.7969424596
554963.4991885000,0.0055055011,-0.0112138721,0.2239582987,0.3154419798,-0.6425075414,12.8318653017
554964.4992055000,0.0055426459,-0.0111834212,0.2061655038,0.3175702176,-0.6407628341,11.8124132496
554965.4992235000,0.0055364309,-0.0112624563,0.2128894018,0.3172141238,-0.6452912143,12.1976642271
554966.4992415000,0.0054931861,-0.0111834153,0.1984651636,0.3147363811,-0.6407624944,11.3712162532
554967.4992595001,0.0055061032,-0.0112195068,0.1948888700,0.3154764747,-0.6428303877,11.1663097279
554968.4992785000,0.0055426954,-0.0111952978,0.1890060849,0.3175730532,-0.6414433125,10.8292509688
554969.4992965000,0.0054813674,-0.0111831385,0.1957903471,0.3140592183,-0.6407466364,11.2179605581
554970.4993145000,0.0054752853,-0.0111763721,0.2187551746,0.3137107397,-0.6403589504,12.5337482502
554971.4993325000,0.0054993235,-0.0112504359,0.2066150142,0.3150880295,-0.6446024966,11.8381683000
554972.4993509999,0.0055303920,-0.0112016509,0.1853815931,0.3168681228,-0.6418073197,10.6215828869
554973.4993685000,0.0054937590,-0.0112132272,0.2234134396,0.3147692030,-0.6424705945,12.8006471741
554974.4993865000,0.0054934525,-0.0111953607,0.2221264698,0.3147516444,-0.6414469186,12.7269092349
554975.4994045000,0.0054813270,-0.0111892577,0.1988403037,0.3140569053,-0.6410972415,11.3927102018
554976.4994225000,0.0055240823,-0.0111832688,0.2101511448,0.3165065990,-0.6407541031,12.0407736561
554977.4994405000,0.0055059301,-0.0112381934,0.2148330262,0.3154665592,-0.6439010516,12.3090257038
554978.4994590000,0.0054933954,-0.0112077912,0.2280533356,0.3147483739,-0.6421591352,13.0664936310
554979.4994775000,0.0054812594,-0.0111955236,0.2029111318,0.3140530329,-0.6414562492,11.6259514697
554980.4994955000,0.0055120169,-0.0112254261,0.2197139064,0.3158153065,-0.6431695406,12.5886795348
554981.4995135000,0.0055179953,-0.0112075901,0.2152068421,0.3161578402,-0.6421476118,12.3304437735
554982.4995325000,0.0055057398,-0.0112260359,0.2046758554,0.3154556533,-0.6432044777,11.7270626840
554983.4995494999,0.0055242836,-0.0111896614,0.2244579458,0.3165181353,-0.6411203700,12.8604929742
554984.4995675000,0.0054994972,-0.0112257606,0.2071452211,0.3150979813,-0.6431887035,11.8685469147
554985.4995855000,0.0055116488,-0.0112258901,0.1843458167,0.3157942119,-0.6431961243,10.5622372692
554986.4996035000,0.0055365294,-0.0112263036,0.2242405534,0.3172197657,-0.6432198170,12.8480373049
554987.4996215000,0.0055548811,-0.0112196276,0.2202433120,0.3182712421,-0.6428373075,12.6190122456
554988.4996409999,0.0054876281,-0.0112012556,0.1919081386,0.3144179297,-0.6417846717,10.9955263942
554989.4996585000,0.0055181293,-0.0111586089,0.2260027197,0.3161655173,-0.6393411927,12.9490019988
554990.4996765000,0.0055301476,-0.0112321516,0.1727076889,0.3168541175,-0.6435548790,9.8954216652
554991.4996945000,0.0055176977,-0.0112137561,0.1966797132,0.3161407915,-0.6425008981,11.2689174802
554992.4997125000,0.0055420891,-0.0111706096,0.2083462734,0.3175383168,-0.6400287831,11.9373621421
554993.4997305000,0.0054575023,-0.0111881061,0.2195547181,0.3126918479,-0.6410312600,12.5795587188
554994.4997485001,0.0054934637,-0.0112070013,0.2132395797,0.3147522846,-0.6421138731,12.2177279447
554995.4997665000,0.0054994252,-0.0111644588,0.2036911327,0.3150938527,-0.6396763697,11.6706422256
554996.4997845000,0.0055302764,-0.0112376249,0.2087101324,0.3168614993,-0.6438684790,11.9582097269
554997.4998025000,0.0055118931,-0.0112192055,0.1871064600,0.3158082137,-0.6428131223,10.7204104797
554998.4998210000,0.0054997764,-0.0112195610,0.2101790415,0.3151139777,-0.6428334961,12.0423720201
554999.4998404999,0.0055118774,-0.0111944346,0.2055516629,0.3158073134,-0.6413938572,11.7772427575
555000.4998575000,0.0055180893,-0.0112192791,0.2052908218,0.3161632283,-0.6428173395,11.7622976612
555001.4998755000,0.0055180372,-0.0112377874,0.2273457220,0.3161602439,-0.6438777900,13.0259503598
555002.4998935000,0.0055118750,-0.0112375243,0.2144782237,0.3158071733,-0.6438627165,12.2886970139
555003.4999115000,0.0054998127,-0.0112373310,0.2243765421,0.3151160554,-0.6438516403,12.8558288849
555004.4999295000,0.0055119431,-0.0111948621,0.2278552571,0.3158110790,-0.6414183532,13.0551445746
555005.4999474999,0.0055058781,-0.0111889199,0.2083601955,0.3154635767,-0.6410778858,11.9381598227
555006.4999655000,0.0055304480,-0.0111642120,0.2181362731,0.3168713319,-0.6396622314,12.4982878098
555007.4999835000,0.0054875920,-0.0112008542,0.2165863853,0.3144158611,-0.6417616705,12.4094857769
555008.5000015000,0.0054935145,-0.0111887165,0.2229480951,0.3147551953,-0.6410662347,12.7739848985
555009.5000195000,0.0054692048,-0.0112190604,0.1976234670,0.3133623542,-0.6428048106,11.3229905927
555010.5000384999,0.0055118927,-0.0111459695,0.2024135180,0.3158081860,-0.6386170094,11.5974402989
555011.5000565000,0.0055178959,-0.0112379590,0.1817103611,0.3161521450,-0.6438876215,10.4112367867
555012.5000745000,0.0055059377,-0.0112309692,0.2003658469,0.3154669906,-0.6434871340,11.4801173855
555013.5000925000,0.0055058038,-0.0112009686,0.2069536757,0.3154593186,-0.6417682278,11.8575721740
555014.5001105000,0.0055058751,-0.0111887015,0.2416571239,0.3154634060,-0.6410653758,13.8459332866
555015.5001284999,0.0055058725,-0.0111946950,0.2130056728,0.3154632574,-0.6414087750,12.2043260637
555016.5001465001,0.0055120264,-0.0112070010,0.2032800677,0.3158158498,-0.6421138579,11.6470899406
555017.5001645000,0.0055666710,-0.0111891122,0.2239654245,0.3189467554,-0.6410889060,12.8322735803
555018.5001825000,0.0055180706,-0.0111888027,0.2151280399,0.3161621551,-0.6410711713,12.3259287394
555019.5002015000,0.0054938609,-0.0112188318,0.1769881984,0.3147750455,-0.6427917152,10.1406767910
555020.5002195000,0.0054876271,-0.0112496958,0.1838629500,0.3144178739,-0.6445600897,10.5345710440
555021.5002375001,0.0054813407,-0.0112009196,0.2210995593,0.3140576870,-0.6417654220,12.6680716001
555022.5002555000,0.0055180006,-0.0112010678,0.2544716683,0.3161581441,-0.6417739138,14.5801525994
555023.5002735000,0.0055178097,-0.0112254966,0.1984860227,0.3161472062,-0.6431735773,11.3724113934
555024.5002915000,0.0054691377,-0.0111767156,0.2442224823,0.3133585059,-0.6403786299,13.9929174983
555025.5003105000,0.0054936924,-0.0112132226,0.2203663770,0.3147653901,-0.6424703304,12.6260633508
555026.5003275000,0.0055239990,-0.0112200417,0.1799850346,0.3165018310,-0.6428610347,10.3123828580
555027.5003455000,0.0055119593,-0.0111893480,0.2141883249,0.3158120021,-0.6411024137,12.2720870384
555028.5003635000,0.0054933932,-0.0112136072,0.2034220062,0.3147482484,-0.6424923668,11.6552224175
555029.5003820000,0.0055057583,-0.0112258397,0.2082046860,0.3154567145,-0.6431932371,11.9292497833
555030.5004005000,0.0055057543,-0.0111955088,0.1897014204,0.3154564837,-0.6414554061,10.8690907558
555031.5004185000,0.0055057533,-0.0111954179,0.2080207847,0.3154564254,-0.6414501931,11.9187130116
555032.5004364999,0.0055242671,-0.0112007106,0.2260753390,0.3165171889,-0.6417534468,12.9531627756
555033.5004545000,0.0054996692,-0.0112376646,0.1870446285,0.3151078315,-0.6438707514,10.7168677927
555034.5004725000,0.0054936516,-0.0112130057,0.1914026031,0.3147630490,-0.6424579014,10.9665613433
555035.5004905000,0.0055118778,-0.0112193487,0.2113123014,0.3158073338,-0.6428213285,12.1073030293
555036.5005100000,0.0055361236,-0.0111829633,0.1938575677,0.3171965152,-0.6407365991,11.1072204557
555037.5005264999,0.0055057844,-0.0112070664,0.2370983040,0.3154582087,-0.6421176037,13.5847321490
555038.5005445000,0.0054998285,-0.0112255101,0.2299373851,0.3151169589,-0.6431743539,13.1744417181
555039.5005635000,0.0055115690,-0.0112372833,0.1933723079,0.3157896419,-0.6438489079,11.0794171147
555040.5005810000,0.0054932187,-0.0111828307,0.1747063196,0.3147382483,-0.6407290003,10.0099347697
555041.5005995000,0.0054875412,-0.0112009492,0.2064087427,0.3144129511,-0.6417671180,11.8263498124
555042.5006175000,0.0054939660,-0.0112130128,0.2216465545,0.3147810659,-0.6424583068,12.6994121185
555043.5006355001,0.0054935603,-0.0111948547,0.2031162702,0.3147578214,-0.6414179243,11.6377050313
555044.5006535000,0.0055303436,-0.0111944901,0.1968206138,0.3168653501,-0.6413970340,11.2769904894
555045.5006715000,0.0054877006,-0.0111763034,0.1903456602,0.3144220809,-0.6403550145,10.9060029802
555046.5006895000,0.0055363969,-0.0112132354,0.1974079876,0.3172121757,-0.6424710614,11.3106445333
555047.5007075000,0.0055119674,-0.0112070309,0.2289926724,0.3158124711,-0.6421155707,13.1203136690
555048.5007265001,0.0055057766,-0.0111825797,0.1696851402,0.3154577631,-0.6407146216,9.7222423777
555049.5007435000,0.0054995859,-0.0112314913,0.2258154205,0.3151030607,-0.6435170494,12.9382705458
555050.5007625000,0.0054936221,-0.0112255206,0.2031672803,0.3147613623,-0.6431749524,11.6406276988
555051.5007805000,0.0055239878,-0.0112072791,0.2338250047,0.3165011860,-0.6421297906,13.3971859165
555052.5007985000,0.0055061214,-0.0112125771,0.1821470233,0.3154775155,-0.6424333468,10.4362556833
555053.5008165000,0.0054874005,-0.0112009800,0.2099843721,0.3144048904,-0.6417688776,12.0312182828
555054.5008345000,0.0054997601,-0.0112072916,0.2006122705,0.3151130395,-0.6421305065,11.4942364182
555055.5008525000,0.0055058469,-0.0112191851,0.2293690404,0.3154617875,-0.6428119546,13.1418779680
555056.5008705000,0.0055301571,-0.0112438260,0.2033113864,0.3168546629,-0.6442237752,11.6488843694
555057.5008885000,0.0055303439,-0.0111951154,0.2099253574,0.3168653638,-0.6414328647,12.0278369924
555058.5009065000,0.0055305824,-0.0112438616,0.2376226814,0.3168790315,-0.6442258178,13.6147767628
555059.5009244999,0.0054937248,-0.0112258067,0.1880344348,0.3147672447,-0.6431913428,10.7735795199
555060.5009435000,0.0054934892,-0.0111894357,0.2023775565,0.3147537482,-0.6411074389,11.5953798552
555061.5009615000,0.0055423866,-0.0112258624,0.2217950689,0.3175553604,-0.6431945375,12.7079213625
555062.5009795000,0.0055608837,-0.0111957381,0.2287420416,0.3186151680,-0.6414685433,13.1059535801
555063.5009975000,0.0054812583,-0.0112313220,0.2047584109,0.3140529642,-0.6435073471,11.7317927657
555064.5010154999,0.0054997756,-0.0112189894,0.2131163822,0.3151139315,-0.6428007454,12.2106692479
555065.5010335001,0.0055120208,-0.0112130402,0.1842001714,0.3158155260,-0.6424598807,10.5538924069
555066.5010525000,0.0054448463,-0.0112249723,0.2047851481,0.3119667138,-0.6431435384,11.7333246910
555067.5010705000,0.0055058105,-0.0112254285,0.1857661658,0.3154597037,-0.6431696774,10.6436172748
555068.5010875000,0.0055241126,-0.0111705564,0.2291151431,0.3165083358,-0.6400257382,13.1273307197
555069.5011055000,0.0054632169,-0.0111882610,0.2203726243,0.3130192687,-0.6410401370,12.6264212928
555070.5011245001,0.0054998689,-0.0111763392,0.2021755305,0.3151192779,-0.6403570647,11.5838046182
555071.5011425000,0.0055059877,-0.0112255254,0.2302023115,0.3154698594,-0.6431752292,13.1896208803
555072.5011605000,0.0055058611,-0.0112009040,0.2024376547,0.3154626051,-0.6417645277,11.5988232272
555073.5011785000,0.0055060759,-0.0111641460,0.2372556444,0.3154749084,-0.6396584451,13.5937470891
555074.5011965000,0.0054876105,-0.0111763287,0.2009164079,0.3144169196,-0.6403564631,11.5116622101
555075.5012145001,0.0054752055,-0.0112137910,0.1926757977,0.3137061652,-0.6425028939,11.0395100247
555076.5012325000,0.0055118937,-0.0112016419,0.2063696520,0.3158082479,-0.6418068056,11.8241100766
555077.5012500000,0.0055117887,-0.0112314312,0.2096032511,0.3158022288,-0.6435136048,12.0093816583
555078.5012680000,0.0055121567,-0.0111703991,0.2146814341,0.3158233136,-0.6400167259,12.3003401155
555079.5012860000,0.0054999031,-0.0112317894,0.2128829863,0.3151212351,-0.6435341312,12.1972966456
555080.5013050000,0.0055056966,-0.0111893066,0.2094467577,0.3154531801,-0.6411000415,12.0004152492
555081.5013230001,0.0054814463,-0.0112256374,0.1871777484,0.3140637410,-0.6431816466,10.7244950033
555082.5013410000,0.0055238577,-0.0111953683,0.2374671194,0.3164937327,-0.6414473552,13.6058637161
555083.5013590000,0.0055121939,-0.0112071440,0.2167653669,0.3158254476,-0.6421220494,12.4197406676
555084.5013770000,0.0054631694,-0.0111943531,0.1962561929,0.3130165494,-0.6413891845,11.2446515584
555085.5013950000,0.0055241246,-0.0112071924,0.2107106236,0.3165090265,-0.6421248261,12.0728294311
555086.5014130000,0.0055118701,-0.0111827257,0.2263001228,0.3158068963,-0.6407229859,12.9660419413
555087.5014310000,0.0055118528,-0.0112440909,0.2020533762,0.3158059056,-0.6442389509,11.5768056954
555088.5014490000,0.0055178696,-0.0112320243,0.1980094968,0.3161506410,-0.6435475881,11.3451084699
555089.5014670000,0.0055059431,-0.0112137136,0.2597056312,0.3154673030,-0.6424984626,14.8800365810
555090.5014860000,0.0054388008,-0.0112256449,0.1956008792,0.3116203306,-0.6431820760,11.2071048493
555091.5015040000,0.0054939060,-0.0112008565,0.2330514964,0.3147776276,-0.6417618047,13.3528671522
555092.5015219999,0.0055060837,-0.0112191769,0.1903441563,0.3154753571,-0.6428114883,10.9059168132
555093.5015400000,0.0054813791,-0.0112071954,0.2056498678,0.3140598900,-0.6421249993,11.7828694835
555094.5015585000,0.0054875348,-0.0111952247,0.2236186663,0.3144125863,-0.6414391279,12.8124058011
555095.5015760000,0.0055361010,-0.0111834277,0.1894606404,0.3171952229,-0.6407632052,10.8552950795
555096.5015940000,0.0054754400,-0.0111952386,0.2067825857,0.3137196022,-0.6414399250,11.8477694399
555097.5016119999,0.0054940341,-0.0111886584,0.1966072893,0.3147849642,-0.6410629056,11.2647679008
555098.5016300000,0.0054750284,-0.0111833019,0.2010094326,0.3136960202,-0.6407560016,11.5169921279
555099.5016480000,0.0055181390,-0.0112198629,0.2143406263,0.3161660732,-0.6428507896,12.2808132630
555100.5016670000,0.0055241699,-0.0111832849,0.2090858451,0.3165116198,-0.6407550238,11.9797364800
555101.5016850000,0.0055181324,-0.0112318863,0.2063567126,0.3161656995,-0.6435396812,11.8233687053
555102.5017030000,0.0054996052,-0.0112014683,0.2348079403,0.3151041695,-0.6417968574,13.4535039760
555103.5017210001,0.0055186726,-0.0112067501,0.2150310598,0.3161966508,-0.6420994840,12.3203721890
555104.5017390000,0.0054873407,-0.0111881735,0.2203362260,0.3144014642,-0.6410351217,12.6243358263
555105.5017570000,0.0055239531,-0.0111828710,0.2158580925,0.3164992012,-0.6407313126,12.3677576729
555106.5017750000,0.0054936858,-0.0111463395,0.2526188577,0.3147650084,-0.6386382114,14.4739943741
555107.5017930000,0.0055359903,-0.0112139365,0.2189765651,0.3171888806,-0.6425112347,12.5464329901
555108.5018110001,0.0055119228,-0.0112504144,0.2259732847,0.3158099143,-0.6446012635,12.9473154952
555109.5018290000,0.0054998923,-0.0112070926,0.1947286777,0.3151206142,-0.6421191079,11.1571313834
555110.5018480000,0.0055058702,-0.0111885087,0.2091972792,0.3154631243,-0.6410543303,11.9861211840
555111.5018660000,0.0055056621,-0.0112012828,0.2230132853,0.3154512030,-0.6417862287,12.7777200227
555112.5018840000,0.0054692558,-0.0112129964,0.2003974146,0.3133652727,-0.6424573674,11.4819260817
555113.5019020000,0.0055364786,-0.0112133233,0.1939091206,0.3172168588,-0.6424761004,11.1101742200
555114.5019200000,0.0055055647,-0.0112011931,0.2314865821,0.3154456228,-0.6417810903,13.2632041698
555115.5019380000,0.0054998528,-0.0112067821,0.2081401039,0.3151183555,-0.6421013163,11.9255495034
555116.5019560000,0.0054872340,-0.0112196458,0.1860919840,0.3143953509,-0.6428383496,10.6622852845
555117.5019740000,0.0054999840,-0.0112184001,0.2381080342,0.3151258709,-0.6427669764,13.6425854277
555118.5019920000,0.0055179591,-0.0111950101,0.1832204481,0.3161557651,-0.6414268292,10.4977583971
555119.5020099999,0.0055667318,-0.0112010721,0.2097898544,0.3189502407,-0.6417741580,12.0200732445
555120.5020290000,0.0055057179,-0.0111890113,0.2033645692,0.3154543988,-0.6410831247,11.6519315185
555121.5020470000,0.0055239482,-0.0112252884,0.2095082936,0.3164989195,-0.6431616506,12.0039409947
555122.5020650000,0.0054812378,-0.0112133293,0.2190605530,0.3140517897,-0.6424764435,12.5512451434
555123.5020830000,0.0054876625,-0.0112065767,0.2049685191,0.3144198991,-0.6420895481,11.7438310746
555124.5021010000,0.0054752146,-0.0111825293,0.2011834550,0.3137066913,-0.6407117360,11.5269628809
555125.5021190000,0.0055059202,-0.0111947362,0.2189593823,0.3154659897,-0.6414111342,12.5454484877
555126.5021370000,0.0055177643,-0.0112071179,0.1923905629,0.3161446045,-0.6421205589,11.0231672706
555127.5021550000,0.0054938797,-0.0112071306,0.2118823541,0.3147761224,-0.6421212850,12.1399646406
555128.5021735000,0.0054872736,-0.0111703960,0.2268985231,0.3143976157,-0.6400165437,13.0003277517
555129.5021915000,0.0055237071,-0.0112011340,0.2014602274,0.3164851029,-0.6417777052,11.5428207670
555130.5022100001,0.0055243139,-0.0112068465,0.1929257846,0.3165198703,-0.6421050070,11.0538332149
555131.5022280000,0.0054815010,-0.0111946502,0.1879659340,0.3140668737,-0.6414062093,10.7696547115
555132.5022460000,0.0055359594,-0.0111888709,0.1941063576,0.3171871089,-0.6410750782,11.1214750685
555133.5022640000,0.0055060148,-0.0111829488,0.2199489792,0.3154714100,-0.6407357694,12.6021482136
555134.5022820000,0.0054936007,-0.0112314478,0.2102493450,0.3147601329,-0.6435145562,12.0464001157
555135.5023000001,0.0055177273,-0.0112437484,0.2083500502,0.3161424867,-0.6442193287,11.9375785388
555136.5023180000,0.0055305813,-0.0112190508,0.1877260657,0.3168789649,-0.6428042590,10.7559112704
555137.5023360000,0.0055059141,-0.0111948136,0.2315649202,0.3154656376,-0.6414155745,13.2676926107
555138.5023540000,0.0055118515,-0.0112072782,0.2095331329,0.3158058294,-0.6421297415,12.0053641844
555139.5023720000,0.0054937132,-0.0112502664,0.2195532836,0.3147665801,-0.6445927822,12.5794765305
555140.5023910000,0.0054629568,-0.0112199991,0.1925087876,0.3130043675,-0.6428585952,11.0299410509
555141.5024089999,0.0055301616,-0.0112140604,0.2181109555,0.3168549197,-0.6425183321,12.4968372138
555142.5024270000,0.0055117081,-0.0112136647,0.2217259753,0.3157976092,-0.6424956603,12.7039625908
555143.5024450000,0.0055120068,-0.0112194934,0.2053598965,0.3158147277,-0.6428296220,11.7662553532
555144.5024630000,0.0055178630,-0.0112262286,0.2310983235,0.3161502608,-0.6432155172,13.2409585891
555145.5024820000,0.0054693359,-0.0111826206,0.2187354009,0.3133698653,-0.6407169666,12.5326153002
555146.5000004999,0.0054993738,-0.0112138480,0.2110766277,0.3150909095,-0.6425061601,12.0937999227
555147.4975175000,0.0054816164,-0.0112318201,0.2021905870,0.3140734832,-0.6435358859,11.5846672902
555148.4975355000,0.0054932331,-0.0111945630,0.2472064477,0.3147390747,-0.6414012153,14.1638861230
555149.4975535000,0.0055057888,-0.0111948231,0.2189473304,0.3154584615,-0.6414161139,12.5447579687
555150.4975720000,0.0055180340,-0.0111763906,0.2043150030,0.3161600603,-0.6403600143,11.7063873646
555151.4975904999,0.0055114672,-0.0112559852,0.1950185141,0.3157838084,-0.6449204451,11.1737377869
555152.4976085001,0.0055119148,-0.0111767464,0.2076625986,0.3158094529,-0.6403803946,11.8981904621
555153.4976265000,0.0054936862,-0.0111887532,0.2006930802,0.3147650351,-0.6410683350,11.4988664736
555154.4976445000,0.0055121470,-0.0112066336,0.2485200179,0.3158227599,-0.6420928084,14.2391481476
555155.4976625000,0.0054692195,-0.0112130511,0.2389861572,0.3133631952,-0.6424605031,13.6928981675
555156.4976805000,0.0055425608,-0.0111949150,0.2212208931,0.3175653419,-0.6414213807,12.6750235126
555157.4976985001,0.0055055199,-0.0112011840,0.2055604019,0.3154430529,-0.6417805712,11.7777434621
555158.4977165000,0.0055178712,-0.0112378477,0.2056147318,0.3161507334,-0.6438812416,11.7808563396
555159.4977345000,0.0054814179,-0.0111763762,0.1902393067,0.3140621116,-0.6403591843,10.8999093700
555160.4977525000,0.0054994238,-0.0112135279,0.2145686744,0.3150937755,-0.6424878202,12.2938794587
555161.4977715000,0.0055057711,-0.0112003832,0.2392922861,0.3154574481,-0.6417346866,13.7104380608
555162.4977895000,0.0054936844,-0.0111763584,0.2050641729,0.3147649328,-0.6403581654,11.7493116362
555163.4978075000,0.0054997988,-0.0112005513,0.2100158510,0.3151152567,-0.6417443173,12.0330218937
555164.4978255000,0.0055117295,-0.0112013868,0.2094186225,0.3157988410,-0.6417921858,11.9988032198
555165.4978435000,0.0055361096,-0.0112007711,0.1869852300,0.3171957176,-0.6417569138,10.7134645095
555166.4978615000,0.0054999498,-0.0112134539,0.2161239161,0.3151239095,-0.6424835839,12.3829882454
555167.4978795000,0.0054754185,-0.0112063459,0.1920444003,0.3137183725,-0.6420763228,11.0033336170
555168.4978974999,0.0055363470,-0.0112193218,0.1829004866,0.3172093182,-0.6428197909,10.4794259554
555169.4979155000,0.0055241069,-0.0112011620,0.1873996207,0.3165080108,-0.6417793085,10.7372073486
555170.4979335000,0.0055118823,-0.0112314802,0.2253096255,0.3158075913,-0.6435164146,12.9092906270
555171.4979525000,0.0055423824,-0.0111646494,0.2419442029,0.3175551213,-0.6396872906,13.8623817062
555172.4979715000,0.0054752797,-0.0112252663,0.2305867698,0.3137104205,-0.6431603822,13.2116487209
